user_id,product_category,user_profile,context,content,rating,user_mood,created_at
u_270417db,智能耳机,吃瓜群众,和宣传完全不符,佩戴耳朵痛，和宣传完全不符，这设计完全不符合人体工学，触控失效更是常有的事。,2,Neutral/Sarcastic,2026-02-18
u_d7d27b86,零食大礼包,忠实粉,和宣传完全不符,本来高高兴兴拆快递，和宣传完全不符。肉脯吃了一口口感特别奇怪像坏了一样。,1,Disappointed,2026-03-14
u_8ec9e20a,零食大礼包,吃瓜群众,刚打开就发现是二手的,买来给小孩子吃的，结果刚打开就发现是二手的！仔细一看日期居然是临期产品，太缺德了！,1,Neutral/Sarcastic,2026-03-03
u_96ccba39,零食大礼包,暴躁老哥,价格比别家贵，质量还不行,价格比别家贵，质量还不行！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,1,Angry,2026-03-13
u_a9fcaf5d,智能耳机,忠实粉,和宣传完全不符,音质差到爆炸，和宣传完全不符，简直就是地摊货水平，再也不会买了。,2,Disappointed,2026-02-20
u_09037ce1,智能耳机,成分党/技术宅,价格比别家贵，质量还不行,用了几天发现续航时间短得离谱，价格比别家贵，质量还不行，这也就是听个响？,2,Critical,2026-03-08
u_f548c721,保温杯,成分党/技术宅,明天要送人，结果包装烂了,作为一名成分党/技术宅，遇到明天要送人，结果包装烂了的情况，我对这个保温杯非常不满意，甚至让我感到很Critical。,2,Critical,2026-03-02
u_a1c7a221,智能耳机,忠实粉,明天要送人，结果包装烂了,明天要送人，结果包装烂了，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,2,Disappointed,2026-02-21
u_d1141be4,智能耳机,忠实粉,刚打开就发现是二手的,刚打开就发现是二手的，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,1,Disappointed,2026-03-06
u_a5235888,女装连衣裙,敏感肌/小白,物流卡了一周才到,物流卡了一周才到。洗了一次直接缩水成童装，关键还掉色脱色严重，把别的东西都染坏了！,1,Sad,2026-02-21
u_299c893d,扫地机器人,吃瓜群众,刚打开就发现是二手的,作为一名吃瓜群众，遇到刚打开就发现是二手的的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-03-01
u_bafe81ac,洗面奶,吃瓜群众,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,2,Neutral/Sarcastic,2026-03-07
u_b3c14636,机械键盘,忠实粉,客服态度极差，不给退款,作为一名忠实粉，遇到客服态度极差，不给退款的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-13
u_be5e8059,零食大礼包,吃瓜群众,和宣传完全不符,和宣传完全不符。说是大礼包，其实全是用便宜的难吃的凑数，关键味道还发苦发馊。,2,Neutral/Sarcastic,2026-02-23
u_9778efba,智能耳机,吃瓜群众,价格比别家贵，质量还不行,音质差到爆炸，价格比别家贵，质量还不行，简直就是地摊货水平，再也不会买了。,2,Neutral/Sarcastic,2026-02-23
u_13e9c3ca,扫地机器人,吃瓜群众,用了三天就坏了/过敏了,作为一名吃瓜群众，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-23
u_cf25f92a,零食大礼包,吃瓜群众,和宣传完全不符,和宣传完全不符！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,1,Neutral/Sarcastic,2026-02-20
u_0c0529d9,智能手机,急用党,明天要送人，结果包装烂了,服了，明天要送人，结果包装烂了。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,1,Anxious,2026-03-11
u_0c218b2f,女装连衣裙,暴躁老哥,物流卡了一周才到,收到货了，物流卡了一周才到。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Angry,2026-03-10
u_12777445,女装连衣裙,暴躁老哥,明天要送人，结果包装烂了,明天要送人，结果包装烂了，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,2,Angry,2026-03-12
u_894fa359,零食大礼包,吃瓜群众,物流卡了一周才到,物流卡了一周才到！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,1,Neutral/Sarcastic,2026-03-07
u_748204b4,洗面奶,急用党,明天要送人，结果包装烂了,我是大干皮敏感肌，明天要送人，结果包装烂了，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Anxious,2026-03-05
u_409b7a08,智能耳机,敏感肌/小白,物流卡了一周才到,用了几天发现续航时间短得离谱，物流卡了一周才到，这也就是听个响？,2,Sad,2026-02-26
u_193e6783,洗面奶,吃瓜群众,价格比别家贵，质量还不行,本来价格比别家贵，质量还不行，结果发过来是个漏的！我现在拿什么洗脸？差评！,1,Neutral/Sarcastic,2026-03-05
u_1c2ace6d,女装连衣裙,忠实粉,明天要送人，结果包装烂了,这质量真的绝了！明天要送人，结果包装烂了。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,2,Disappointed,2026-02-16
u_4208123e,保温杯,吃瓜群众,物流卡了一周才到,作为一名吃瓜群众，遇到物流卡了一周才到的情况，我对这个保温杯非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-22
u_d9f18697,机械键盘,成分党/技术宅,物流卡了一周才到,作为一名成分党/技术宅，遇到物流卡了一周才到的情况，我对这个机械键盘非常不满意，甚至让我感到很Critical。,1,Critical,2026-03-08
u_bc83192f,扫地机器人,急用党,客服态度极差，不给退款,作为一名急用党，遇到客服态度极差，不给退款的情况，我对这个扫地机器人非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-03-08
u_48d0ce60,洗面奶,急用党,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,1,Anxious,2026-02-13
u_970086c5,扫地机器人,吃瓜群众,物流卡了一周才到,作为一名吃瓜群众，遇到物流卡了一周才到的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-03-06
u_5d3633c9,扫地机器人,急用党,用了三天就坏了/过敏了,作为一名急用党，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-02-24
u_caa39b08,女装连衣裙,成分党/技术宅,和宣传完全不符,和宣传完全不符，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,1,Critical,2026-03-01
u_3110b772,女装连衣裙,成分党/技术宅,和宣传完全不符,收到货了，和宣传完全不符。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,2,Critical,2026-02-26
u_df2d580d,保温杯,暴躁老哥,客服态度极差，不给退款,作为一名暴躁老哥，遇到客服态度极差，不给退款的情况，我对这个保温杯非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-13
u_e2254d72,机械键盘,敏感肌/小白,价格比别家贵，质量还不行,作为一名敏感肌/小白，遇到价格比别家贵，质量还不行的情况，我对这个机械键盘非常不满意，甚至让我感到很Sad。,2,Sad,2026-02-14
u_1848f977,保温杯,成分党/技术宅,和宣传完全不符,作为一名成分党/技术宅，遇到和宣传完全不符的情况，我对这个保温杯非常不满意，甚至让我感到很Critical。,1,Critical,2026-03-04
u_c85c78c9,女装连衣裙,成分党/技术宅,明天要送人，结果包装烂了,这质量真的绝了！明天要送人，结果包装烂了。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,1,Critical,2026-03-06
u_1cb158c6,洗面奶,敏感肌/小白,明天要送人，结果包装烂了,我是大干皮敏感肌，明天要送人，结果包装烂了，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,2,Sad,2026-02-17
u_03dce4b0,猫粮,暴躁老哥,明天要送人，结果包装烂了,作为一名暴躁老哥，遇到明天要送人，结果包装烂了的情况，我对这个猫粮非常不满意，甚至让我感到很Angry。,2,Angry,2026-02-25
u_e7b729de,扫地机器人,吃瓜群众,刚打开就发现是二手的,作为一名吃瓜群众，遇到刚打开就发现是二手的的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-03-04
u_83144683,猫粮,吃瓜群众,物流卡了一周才到,作为一名吃瓜群众，遇到物流卡了一周才到的情况，我对这个猫粮非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-15
u_4d02b3e6,机械键盘,敏感肌/小白,价格比别家贵，质量还不行,作为一名敏感肌/小白，遇到价格比别家贵，质量还不行的情况，我对这个机械键盘非常不满意，甚至让我感到很Sad。,1,Sad,2026-02-22
u_bcbb60d1,女装连衣裙,吃瓜群众,价格比别家贵，质量还不行,价格比别家贵，质量还不行。洗了一次直接缩水成童装，关键还掉色脱色严重，把别的东西都染坏了！,2,Neutral/Sarcastic,2026-02-20
u_305d0204,女装连衣裙,吃瓜群众,价格比别家贵，质量还不行,本来想穿去参加聚会，结果价格比别家贵，质量还不行。这裙摆设计真是太雷人了，跟图片完全两码事。,2,Neutral/Sarcastic,2026-02-15
u_ca9644b8,智能耳机,吃瓜群众,客服态度极差，不给退款,佩戴耳朵痛，客服态度极差，不给退款，这设计完全不符合人体工学，触控失效更是常有的事。,2,Neutral/Sarcastic,2026-02-18
u_48d84784,智能手机,成分党/技术宅,用了三天就坏了/过敏了,刚收到货，用了三天就坏了/过敏了。指纹解锁跟瞎了一样死活解不开！,2,Critical,2026-02-22
u_fd9dd703,机械键盘,暴躁老哥,明天要送人，结果包装烂了,作为一名暴躁老哥，遇到明天要送人，结果包装烂了的情况，我对这个机械键盘非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-01
u_a073aed5,女装连衣裙,成分党/技术宅,刚打开就发现是二手的,收到货了，刚打开就发现是二手的。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Critical,2026-02-14
u_97803c2a,运动跑鞋,忠实粉,用了三天就坏了/过敏了,作为一名忠实粉，遇到用了三天就坏了/过敏了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-09
u_853430ac,智能手机,吃瓜群众,客服态度极差，不给退款,服了，客服态度极差，不给退款。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,1,Neutral/Sarcastic,2026-02-19
u_068f1c28,洗面奶,成分党/技术宅,客服态度极差，不给退款,一直用你家的洗面奶，这次真的太失望了。客服态度极差，不给退款，老粉转黑了，再见。,1,Critical,2026-02-25
u_ec66de25,保温杯,敏感肌/小白,明天要送人，结果包装烂了,作为一名敏感肌/小白，遇到明天要送人，结果包装烂了的情况，我对这个保温杯非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-12
u_3076330d,智能手机,暴躁老哥,价格比别家贵，质量还不行,服了，价格比别家贵，质量还不行。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,2,Angry,2026-02-23
u_651b57a7,智能耳机,忠实粉,明天要送人，结果包装烂了,明天要送人，结果包装烂了，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,1,Disappointed,2026-02-22
u_01f258ed,扫地机器人,吃瓜群众,明天要送人，结果包装烂了,作为一名吃瓜群众，遇到明天要送人，结果包装烂了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-17
u_26c69f99,智能耳机,敏感肌/小白,和宣传完全不符,佩戴耳朵痛，和宣传完全不符，这设计完全不符合人体工学，触控失效更是常有的事。,2,Sad,2026-03-10
u_6844721e,女装连衣裙,敏感肌/小白,明天要送人，结果包装烂了,这质量真的绝了！明天要送人，结果包装烂了。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,2,Sad,2026-02-18
u_38c85de4,扫地机器人,急用党,客服态度极差，不给退款,作为一名急用党，遇到客服态度极差，不给退款的情况，我对这个扫地机器人非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-03-15
u_90bc3846,扫地机器人,成分党/技术宅,价格比别家贵，质量还不行,作为一名成分党/技术宅，遇到价格比别家贵，质量还不行的情况，我对这个扫地机器人非常不满意，甚至让我感到很Critical。,2,Critical,2026-02-19
u_25627801,运动跑鞋,吃瓜群众,明天要送人，结果包装烂了,作为一名吃瓜群众，遇到明天要送人，结果包装烂了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-03-05
u_bfcc1199,智能耳机,敏感肌/小白,和宣传完全不符,音质差到爆炸，和宣传完全不符，简直就是地摊货水平，再也不会买了。,1,Sad,2026-03-11
u_e22e70d5,机械键盘,忠实粉,明天要送人，结果包装烂了,作为一名忠实粉，遇到明天要送人，结果包装烂了的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-06
u_162f8248,机械键盘,吃瓜群众,刚打开就发现是二手的,作为一名吃瓜群众，遇到刚打开就发现是二手的的情况，我对这个机械键盘非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-03-13
u_ac25969c,零食大礼包,忠实粉,客服态度极差，不给退款,本来高高兴兴拆快递，客服态度极差，不给退款。肉脯吃了一口口感特别奇怪像坏了一样。,2,Disappointed,2026-02-18
u_55e0e3f8,智能手机,吃瓜群众,明天要送人，结果包装烂了,刚收到货，明天要送人，结果包装烂了。指纹解锁跟瞎了一样死活解不开！,2,Neutral/Sarcastic,2026-03-07
u_4f92ab9a,女装连衣裙,敏感肌/小白,价格比别家贵，质量还不行,收到货了，价格比别家贵，质量还不行。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Sad,2026-03-14
u_66e85fcb,女装连衣裙,成分党/技术宅,和宣传完全不符,收到货了，和宣传完全不符。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Critical,2026-03-06
u_87f107af,洗面奶,忠实粉,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,1,Disappointed,2026-02-19
u_d8116b9b,智能手机,暴躁老哥,用了三天就坏了/过敏了,用了三天就坏了/过敏了。这手机发个微信都烫手卡成PPT，打游戏直接给我满帧掉到个位数！,2,Angry,2026-03-04
u_994b8f3d,猫粮,急用党,价格比别家贵，质量还不行,作为一名急用党，遇到价格比别家贵，质量还不行的情况，我对这个猫粮非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-03-15
u_47f91a61,扫地机器人,吃瓜群众,价格比别家贵，质量还不行,作为一名吃瓜群众，遇到价格比别家贵，质量还不行的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-14
u_b65bd424,智能手机,急用党,刚打开就发现是二手的,冲着拍照买的，结果刚打开就发现是二手的。夜景拍出来全是噪点，宣传跟实际严重不符。,2,Anxious,2026-02-28
u_3bebf77e,零食大礼包,成分党/技术宅,明天要送人，结果包装烂了,明天要送人，结果包装烂了！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,2,Critical,2026-02-13
u_a50f7ab8,智能耳机,忠实粉,价格比别家贵，质量还不行,价格比别家贵，质量还不行，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,2,Disappointed,2026-03-10
u_3d459503,智能手机,成分党/技术宅,和宣传完全不符,刚收到货，和宣传完全不符。指纹解锁跟瞎了一样死活解不开！,2,Critical,2026-02-21
u_e12380fd,洗面奶,敏感肌/小白,价格比别家贵，质量还不行,价格比别家贵，质量还不行！这洗面奶简直就是工业垃圾！洗完脸烂脸了！避雷避雷！！,1,Sad,2026-02-19
u_363df8e0,零食大礼包,成分党/技术宅,客服态度极差，不给退款,客服态度极差，不给退款。说是大礼包，其实全是用便宜的难吃的凑数，关键味道还发苦发馊。,2,Critical,2026-02-18
u_0e22730e,扫地机器人,敏感肌/小白,刚打开就发现是二手的,作为一名敏感肌/小白，遇到刚打开就发现是二手的的情况，我对这个扫地机器人非常不满意，甚至让我感到很Sad。,1,Sad,2026-02-23
u_e9150937,智能耳机,成分党/技术宅,用了三天就坏了/过敏了,佩戴耳朵痛，用了三天就坏了/过敏了，这设计完全不符合人体工学，触控失效更是常有的事。,1,Critical,2026-02-15
u_a45c1fa8,女装连衣裙,吃瓜群众,用了三天就坏了/过敏了,这质量真的绝了！用了三天就坏了/过敏了。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,1,Neutral/Sarcastic,2026-03-12
u_aaa4f3b4,女装连衣裙,忠实粉,和宣传完全不符,本来想穿去参加聚会，结果和宣传完全不符。这裙摆设计真是太雷人了，跟图片完全两码事。,1,Disappointed,2026-03-03
u_09382717,女装连衣裙,吃瓜群众,价格比别家贵，质量还不行,收到货了，价格比别家贵，质量还不行。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Neutral/Sarcastic,2026-02-14
u_2ac2e2c1,保温杯,吃瓜群众,客服态度极差，不给退款,作为一名吃瓜群众，遇到客服态度极差，不给退款的情况，我对这个保温杯非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-21
u_3b953cad,洗面奶,敏感肌/小白,客服态度极差，不给退款,一直用你家的洗面奶，这次真的太失望了。客服态度极差，不给退款，老粉转黑了，再见。,1,Sad,2026-02-22
u_33d77855,扫地机器人,忠实粉,和宣传完全不符,作为一名忠实粉，遇到和宣传完全不符的情况，我对这个扫地机器人非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-07
u_b399bbbc,保温杯,敏感肌/小白,和宣传完全不符,作为一名敏感肌/小白，遇到和宣传完全不符的情况，我对这个保温杯非常不满意，甚至让我感到很Sad。,2,Sad,2026-02-23
u_113acc80,智能耳机,忠实粉,客服态度极差，不给退款,降噪效果不好，客服态度极差，不给退款，戴上和没戴一样，电流杂音还很大。,2,Disappointed,2026-02-23
u_3c8470ea,智能耳机,忠实粉,和宣传完全不符,用了几天发现续航时间短得离谱，和宣传完全不符，这也就是听个响？,1,Disappointed,2026-03-05
u_5e78ffff,零食大礼包,暴躁老哥,物流卡了一周才到,本来高高兴兴拆快递，物流卡了一周才到。肉脯吃了一口口感特别奇怪像坏了一样。,1,Angry,2026-03-10
u_89de577a,机械键盘,忠实粉,物流卡了一周才到,作为一名忠实粉，遇到物流卡了一周才到的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-11
u_e920cda9,智能手机,成分党/技术宅,用了三天就坏了/过敏了,用了三天就坏了/过敏了，这是什么诡异的系统BUG？经常莫名其妙重启或者黑屏！,1,Critical,2026-02-25
u_449e666d,智能耳机,暴躁老哥,和宣传完全不符,和宣传完全不符，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,2,Angry,2026-02-22
u_371bef48,零食大礼包,吃瓜群众,价格比别家贵，质量还不行,买来给小孩子吃的，结果价格比别家贵，质量还不行！仔细一看日期居然是临期产品，太缺德了！,2,Neutral/Sarcastic,2026-03-10
u_b0f8939e,扫地机器人,暴躁老哥,明天要送人，结果包装烂了,作为一名暴躁老哥，遇到明天要送人，结果包装烂了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Angry。,1,Angry,2026-03-01
u_06b89359,运动跑鞋,成分党/技术宅,用了三天就坏了/过敏了,作为一名成分党/技术宅，遇到用了三天就坏了/过敏了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Critical。,2,Critical,2026-03-14
u_b6dafd75,智能耳机,成分党/技术宅,刚打开就发现是二手的,刚打开就发现是二手的，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,1,Critical,2026-02-15
u_bc01590c,零食大礼包,吃瓜群众,价格比别家贵，质量还不行,本来高高兴兴拆快递，价格比别家贵，质量还不行。肉脯吃了一口口感特别奇怪像坏了一样。,1,Neutral/Sarcastic,2026-02-16
u_030cc651,运动跑鞋,暴躁老哥,价格比别家贵，质量还不行,作为一名暴躁老哥，遇到价格比别家贵，质量还不行的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Angry。,2,Angry,2026-02-14
u_298520ea,智能耳机,吃瓜群众,客服态度极差，不给退款,音质差到爆炸，客服态度极差，不给退款，简直就是地摊货水平，再也不会买了。,1,Neutral/Sarcastic,2026-03-04
u_608c170b,智能手机,吃瓜群众,用了三天就坏了/过敏了,刚收到货，用了三天就坏了/过敏了。指纹解锁跟瞎了一样死活解不开！,2,Neutral/Sarcastic,2026-02-14
u_b59aaa4f,智能手机,敏感肌/小白,物流卡了一周才到,服了，物流卡了一周才到。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,2,Sad,2026-02-23
u_e425a2dc,零食大礼包,吃瓜群众,用了三天就坏了/过敏了,本来高高兴兴拆快递，用了三天就坏了/过敏了。肉脯吃了一口口感特别奇怪像坏了一样。,1,Neutral/Sarcastic,2026-03-13
u_82534244,扫地机器人,吃瓜群众,用了三天就坏了/过敏了,作为一名吃瓜群众，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-17
u_4ca1f136,智能手机,暴躁老哥,客服态度极差，不给退款,刚收到货，客服态度极差，不给退款。指纹解锁跟瞎了一样死活解不开！,2,Angry,2026-02-13
u_097005ad,智能手机,吃瓜群众,和宣传完全不符,刚收到货，和宣传完全不符。指纹解锁跟瞎了一样死活解不开！,2,Neutral/Sarcastic,2026-02-26
u_561a9715,零食大礼包,吃瓜群众,明天要送人，结果包装烂了,明天要送人，结果包装烂了。说是大礼包，其实全是用便宜的难吃的凑数，关键味道还发苦发馊。,2,Neutral/Sarcastic,2026-02-22
u_e82c9082,扫地机器人,敏感肌/小白,用了三天就坏了/过敏了,作为一名敏感肌/小白，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Sad。,1,Sad,2026-03-05
u_3cfb06b4,扫地机器人,忠实粉,明天要送人，结果包装烂了,作为一名忠实粉，遇到明天要送人，结果包装烂了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Disappointed。,2,Disappointed,2026-03-06
u_527cf553,运动跑鞋,急用党,和宣传完全不符,作为一名急用党，遇到和宣传完全不符的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-26
u_ab13cfd6,零食大礼包,吃瓜群众,和宣传完全不符,这家的零食不敢买了，和宣传完全不符。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Neutral/Sarcastic,2026-02-19
u_8d4afa58,猫粮,暴躁老哥,刚打开就发现是二手的,作为一名暴躁老哥，遇到刚打开就发现是二手的的情况，我对这个猫粮非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-13
u_592b62d2,洗面奶,成分党/技术宅,明天要送人，结果包装烂了,一直用你家的洗面奶，这次真的太失望了。明天要送人，结果包装烂了，老粉转黑了，再见。,2,Critical,2026-03-14
u_0c412c4b,洗面奶,敏感肌/小白,明天要送人，结果包装烂了,我是大干皮敏感肌，明天要送人，结果包装烂了，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Sad,2026-03-11
u_4d9ec30e,机械键盘,忠实粉,用了三天就坏了/过敏了,作为一名忠实粉，遇到用了三天就坏了/过敏了的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-19
u_de8ed4ac,零食大礼包,敏感肌/小白,和宣传完全不符,这家的零食不敢买了，和宣传完全不符。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Sad,2026-02-17
u_b7a1429f,机械键盘,暴躁老哥,用了三天就坏了/过敏了,作为一名暴躁老哥，遇到用了三天就坏了/过敏了的情况，我对这个机械键盘非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-09
u_fd3ec72a,猫粮,敏感肌/小白,用了三天就坏了/过敏了,作为一名敏感肌/小白，遇到用了三天就坏了/过敏了的情况，我对这个猫粮非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-12
u_4eadc186,扫地机器人,吃瓜群众,用了三天就坏了/过敏了,作为一名吃瓜群众，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-21
u_bad4d7a0,猫粮,成分党/技术宅,明天要送人，结果包装烂了,作为一名成分党/技术宅，遇到明天要送人，结果包装烂了的情况，我对这个猫粮非常不满意，甚至让我感到很Critical。,1,Critical,2026-02-15
u_98581b4b,机械键盘,成分党/技术宅,客服态度极差，不给退款,作为一名成分党/技术宅，遇到客服态度极差，不给退款的情况，我对这个机械键盘非常不满意，甚至让我感到很Critical。,1,Critical,2026-02-24
u_d2cbcea6,女装连衣裙,忠实粉,用了三天就坏了/过敏了,本来想穿去参加聚会，结果用了三天就坏了/过敏了。这裙摆设计真是太雷人了，跟图片完全两码事。,2,Disappointed,2026-03-09
u_26bad707,智能耳机,忠实粉,和宣传完全不符,佩戴耳朵痛，和宣传完全不符，这设计完全不符合人体工学，触控失效更是常有的事。,1,Disappointed,2026-02-24
u_66ffb909,零食大礼包,暴躁老哥,客服态度极差，不给退款,本来高高兴兴拆快递，客服态度极差，不给退款。肉脯吃了一口口感特别奇怪像坏了一样。,2,Angry,2026-03-07
u_acc4cb7e,智能耳机,暴躁老哥,客服态度极差，不给退款,客服态度极差，不给退款，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,2,Angry,2026-02-18
u_47634667,智能手机,暴躁老哥,刚打开就发现是二手的,刚打开就发现是二手的，这是什么诡异的系统BUG？经常莫名其妙重启或者黑屏！,1,Angry,2026-02-23
u_c1b67475,女装连衣裙,暴躁老哥,客服态度极差，不给退款,客服态度极差，不给退款，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,1,Angry,2026-02-22
u_1988cf9d,保温杯,成分党/技术宅,客服态度极差，不给退款,作为一名成分党/技术宅，遇到客服态度极差，不给退款的情况，我对这个保温杯非常不满意，甚至让我感到很Critical。,1,Critical,2026-02-18
u_0f9c2a1f,智能手机,暴躁老哥,明天要送人，结果包装烂了,冲着拍照买的，结果明天要送人，结果包装烂了。夜景拍出来全是噪点，宣传跟实际严重不符。,1,Angry,2026-02-18
u_79476d90,机械键盘,忠实粉,刚打开就发现是二手的,作为一名忠实粉，遇到刚打开就发现是二手的的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,2,Disappointed,2026-02-25
u_d69708e9,洗面奶,暴躁老哥,刚打开就发现是二手的,我是大干皮敏感肌，刚打开就发现是二手的，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Angry,2026-03-11
u_9c3147ab,洗面奶,忠实粉,刚打开就发现是二手的,一直用你家的洗面奶，这次真的太失望了。刚打开就发现是二手的，老粉转黑了，再见。,2,Disappointed,2026-02-16
u_42cd683f,机械键盘,成分党/技术宅,明天要送人，结果包装烂了,作为一名成分党/技术宅，遇到明天要送人，结果包装烂了的情况，我对这个机械键盘非常不满意，甚至让我感到很Critical。,2,Critical,2026-03-01
u_460e46ca,智能手机,成分党/技术宅,明天要送人，结果包装烂了,明天要送人，结果包装烂了。这手机发个微信都烫手卡成PPT，打游戏直接给我满帧掉到个位数！,1,Critical,2026-02-13
u_79e0ad72,女装连衣裙,成分党/技术宅,物流卡了一周才到,本来想穿去参加聚会，结果物流卡了一周才到。这裙摆设计真是太雷人了，跟图片完全两码事。,2,Critical,2026-02-13
u_c119c1a1,女装连衣裙,忠实粉,明天要送人，结果包装烂了,本来想穿去参加聚会，结果明天要送人，结果包装烂了。这裙摆设计真是太雷人了，跟图片完全两码事。,2,Disappointed,2026-03-15
u_ce0179f3,零食大礼包,急用党,和宣传完全不符,这家的零食不敢买了，和宣传完全不符。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Anxious,2026-02-27
